ORIGINAL_SCRIPT_WORD_INDEX,Frequency of Reuse (Exact),Frequency of Reuse (0-0.05),Frequency of Reuse (0-0.1),Frequency of Reuse (0-0.15),Frequency of Reuse (0-0.2),Frequency of Reuse (0-0.25),Frequency of Reuse (0-0.3),Frequency of Reuse (0-0.35),Frequency of Reuse (0-0.4),Frequency of Reuse (0-0.45),Frequency of Reuse (0-0.5),ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE
8636,3.0,3.0,3.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,to,to,504,224,C-3PO,0,0,0,0,0,0,0,0,0,0
8637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,save,save,1733,224,C-3PO,0,0,0,0,1,0,0,1,0,1
8638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,us,us,789,224,C-3PO,0,0,0,0,0,0,0,0,0,0
8639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,now,now,640,224,C-3PO,0,0,0,0,0,0,0,0,0,0
8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,453,224,C-3PO,0,0,0,0,0,0,0,0,0,0
8641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,that,that,514,227,HAN,0,0,0,0,0,0,0,0,0,0
8642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,girl,girl,1582,227,HAN,0,0,0,0,0,0,0,0,0,0
8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,knows,knows,1422,227,HAN,0,0,0,0,0,0,0,0,0,0
8644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,her,her,656,227,HAN,0,0,0,0,0,0,0,0,0,0
8645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,stuff,stuff,1037,227,HAN,0,0,0,0,0,0,0,0,0,0
8646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,.,.,453,227,HAN,0,0,0,0,0,0,0,0,0,0
8647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,we,we,601,228,HAN,0,0,0,0,0,0,0,0,0,0
8648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,'ll,746,228,HAN,0,0,0,0,0,0,0,0,0,0
8649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,set,1202,228,HAN,0,0,0,0,0,0,0,0,0,0
8650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,the,501,228,HAN,0,0,0,0,0,0,0,0,0,0
8651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,charges,3830,228,HAN,0,0,0,0,0,0,0,0,0,0
8652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,at,584,228,HAN,0,0,0,0,0,0,0,0,0,0
8653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,every,797,228,HAN,0,0,0,0,0,0,0,0,0,0
8654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,other,655,228,HAN,0,0,0,0,0,0,0,0,0,0
8655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,column,6980,228,HAN,0,0,0,0,0,0,0,0,0,0
8656,0.0,0.0,0.0,0.0,6.0,8.0,8.0,14.0,15.0,18.0,20.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8657,2.0,2.0,2.0,2.0,22.0,24.0,25.0,32.0,35.0,41.0,47.0,you,you,520,228,HAN,0,0,0,0,0,0,0,0,0,0
8658,2.0,2.0,2.0,2.0,22.0,24.0,26.0,33.0,36.0,42.0,48.0,'re,'re,628,228,HAN,0,0,0,0,0,0,0,0,0,0
8659,2.0,2.0,2.0,2.0,22.0,24.0,26.0,34.0,38.0,43.0,49.0,right,right,679,228,HAN,0,0,0,0,0,0,0,0,0,0
8660,2.0,2.0,2.0,2.0,22.0,24.0,27.0,35.0,38.0,43.0,49.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8661,2.0,2.0,2.0,2.0,22.0,24.0,68.0,76.0,79.0,91.0,99.0,that,that,514,228,HAN,0,0,0,0,0,0,0,0,0,0
8662,2.0,2.0,2.0,2.0,17.0,18.0,61.0,63.0,68.0,77.0,84.0,'s,'s,525,228,HAN,0,0,0,0,0,0,0,0,0,0
8663,1.0,1.0,1.0,1.0,2.0,3.0,44.0,45.0,45.0,52.0,55.0,a,a,506,228,HAN,0,0,0,0,0,0,0,0,0,0
8664,1.0,1.0,1.0,1.0,1.0,2.0,42.0,43.0,43.0,50.0,52.0,better,better,761,228,HAN,0,0,0,0,0,0,0,0,0,0
8665,1.0,1.0,1.0,1.0,1.0,2.0,43.0,43.0,43.0,50.0,52.0,idea,idea,918,228,HAN,0,0,0,0,0,0,0,0,0,0
8666,1.0,1.0,1.0,1.0,1.0,2.0,42.0,42.0,42.0,49.0,51.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8667,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,you,you,520,228,HAN,0,0,0,0,0,0,0,0,0,0
8668,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,take,take,772,228,HAN,0,0,0,0,0,0,0,0,0,0
8669,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,the,the,501,228,HAN,0,0,0,0,0,0,0,0,0,0
8670,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,top,top,1049,228,HAN,0,1,0,0,0,0,0,1,0,1
8671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,i,i,509,228,HAN,0,0,0,0,0,0,0,0,0,0
8673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,'ll,'ll,746,228,HAN,0,0,0,0,0,0,0,0,0,0
8674,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,go,go,706,228,HAN,0,0,0,0,0,0,0,0,0,0
8675,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,down,down,765,228,HAN,0,0,0,0,0,0,0,0,0,0
8676,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,below,below,2525,228,HAN,0,0,0,0,0,0,0,0,0,0
8677,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8678,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,detonator,detonator,172818,228,HAN,0,0,0,0,0,0,0,0,0,0
8679,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8680,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,we,we,601,228,HAN,0,0,0,0,0,0,0,0,0,0
8681,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,'ll,'ll,746,228,HAN,0,0,0,0,0,0,0,0,0,0
8682,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,meet,meet,2568,228,HAN,0,0,0,0,0,0,0,0,0,0
8683,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,back,back,767,228,HAN,0,0,0,0,0,0,0,0,0,0
8684,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,here,here,749,228,HAN,0,0,0,0,0,0,0,0,0,0
8685,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,.,.,453,228,HAN,0,0,0,0,0,0,0,0,0,0
8686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,find,815,231,KYLO REN,0,0,0,0,0,0,0,0,0,0
8687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,them,621,231,KYLO REN,0,0,0,0,0,0,0,0,0,0
8688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,.,453,231,KYLO REN,0,0,0,0,0,0,0,0,0,0
8689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ben,7617,234,HAN,0,0,0,0,0,0,0,0,0,0
8690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,!,!,558,234,HAN,0,0,0,0,0,0,0,0,0,0
8691,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,han,han,627,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8692,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,11.0,15.0,15.0,solo,solo,166680,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8693,17.0,17.0,17.0,24.0,25.0,39.0,42.0,44.0,49.0,59.0,74.0,.,.,453,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8694,35.0,35.0,35.0,46.0,49.0,62.0,70.0,92.0,97.0,109.0,122.0,i,i,509,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8695,35.0,35.0,36.0,46.0,51.0,66.0,74.0,96.0,101.0,113.0,126.0,'ve,'ve,689,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8696,62.0,62.0,62.0,74.0,78.0,95.0,103.0,124.0,129.0,137.0,167.0,been,been,666,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8697,62.0,62.0,62.0,78.0,82.0,99.0,107.0,128.0,131.0,139.0,170.0,waiting,waiting,2235,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8698,67.0,67.0,67.0,83.0,87.0,104.0,112.0,133.0,135.0,143.0,180.0,for,for,531,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8699,63.0,63.0,68.0,75.0,78.0,89.0,96.0,126.0,126.0,133.0,161.0,this,this,552,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8700,50.0,50.0,55.0,59.0,64.0,74.0,95.0,104.0,141.0,141.0,180.0,day,day,838,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8701,49.0,49.0,53.0,57.0,62.0,101.0,257.0,335.0,490.0,507.0,607.0,for,for,531,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8702,46.0,46.0,50.0,52.0,57.0,94.0,250.0,328.0,483.0,501.0,592.0,a,a,506,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8703,44.0,44.0,48.0,48.0,53.0,90.0,249.0,327.0,483.0,500.0,586.0,long,long,824,234,KYLO REN,0,1,0,0,0,0,0,0,0,0
8704,43.0,43.0,47.0,47.0,53.0,89.0,245.0,325.0,481.0,499.0,586.0,time,time,646,234,KYLO REN,0,1,0,0,0,0,0,0,0,0
8705,42.0,42.0,42.0,42.0,55.0,92.0,248.0,326.0,482.0,499.0,576.0,.,.,453,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8706,38.0,38.0,38.0,38.0,44.0,97.0,267.0,357.0,550.0,582.0,699.0,take,take,772,234,HAN,0,0,0,0,0,0,0,0,0,0
8707,38.0,38.0,38.0,38.0,53.0,58.0,58.0,58.0,58.0,58.0,60.0,off,off,764,234,HAN,0,0,0,0,0,0,0,0,0,0
8708,38.0,38.0,38.0,38.0,53.0,58.0,58.0,58.0,58.0,58.0,61.0,that,that,514,234,HAN,0,0,0,0,0,0,0,0,0,0
8709,38.0,38.0,38.0,38.0,53.0,59.0,59.0,59.0,59.0,59.0,62.0,mask,mask,8320,234,HAN,0,0,0,0,0,0,0,0,0,0
8710,41.0,41.0,41.0,44.0,71.0,166.0,183.0,188.0,211.0,224.0,230.0,.,.,453,234,HAN,0,0,0,0,0,0,0,0,0,0
8711,55.0,55.0,56.0,63.0,94.0,206.0,229.0,242.0,276.0,294.0,319.0,you,you,520,234,HAN,0,0,0,0,0,0,0,0,0,0
8712,55.0,55.0,56.0,63.0,95.0,209.0,233.0,246.0,280.0,302.0,322.0,do,do,544,234,HAN,0,0,0,0,0,0,0,0,0,0
8713,31.0,31.0,32.0,39.0,63.0,177.0,201.0,214.0,274.0,295.0,315.0,n't,n't,528,234,HAN,0,0,0,0,0,0,0,0,0,0
8714,31.0,31.0,32.0,39.0,63.0,176.0,207.0,223.0,284.0,308.0,331.0,need,need,730,234,HAN,0,0,0,0,0,0,0,0,0,0
8715,44.0,44.0,48.0,76.0,128.0,299.0,353.0,391.0,450.0,514.0,557.0,it,it,519,234,HAN,0,0,0,0,0,0,0,0,0,0
8716,42.0,57.0,102.0,142.0,220.0,328.0,411.0,477.0,537.0,647.0,698.0,.,.,453,234,HAN,0,0,0,0,0,0,0,0,0,0
8717,40.0,55.0,100.0,230.0,310.0,397.0,520.0,571.0,653.0,757.0,814.0,what,what,594,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8718,40.0,55.0,104.0,231.0,312.0,402.0,526.0,578.0,659.0,756.0,819.0,do,do,544,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8719,40.0,55.0,104.0,231.0,312.0,401.0,525.0,577.0,658.0,755.0,816.0,you,you,520,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8720,40.0,55.0,104.0,231.0,312.0,401.0,525.0,577.0,657.0,754.0,815.0,think,think,610,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8721,27.0,43.0,89.0,197.0,256.0,297.0,418.0,451.0,520.0,654.0,714.0,you,you,520,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8722,27.0,27.0,35.0,135.0,154.0,169.0,238.0,247.0,288.0,297.0,327.0,'ll,'ll,746,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8723,22.0,22.0,27.0,30.0,38.0,55.0,96.0,97.0,100.0,101.0,110.0,see,see,678,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8724,16.0,16.0,16.0,22.0,25.0,25.0,64.0,66.0,68.0,68.0,68.0,if,if,583,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8725,16.0,16.0,16.0,21.0,23.0,23.0,62.0,62.0,62.0,62.0,62.0,i,i,509,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8726,16.0,16.0,16.0,21.0,23.0,23.0,61.0,61.0,61.0,61.0,61.0,do,do,544,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8727,16.0,16.0,16.0,21.0,31.0,34.0,120.0,120.0,120.0,121.0,122.0,?,?,533,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8728,59.0,59.0,59.0,62.0,64.0,83.0,91.0,92.0,93.0,95.0,96.0,the,the,501,234,HAN,0,0,0,0,0,0,0,0,0,0
8729,59.0,59.0,59.0,62.0,64.0,83.0,91.0,92.0,92.0,94.0,94.0,face,face,1248,234,HAN,0,0,0,0,0,0,0,0,0,0
8730,59.0,59.0,59.0,62.0,64.0,83.0,91.0,92.0,93.0,95.0,96.0,of,of,510,234,HAN,0,0,0,0,0,0,0,0,0,0
8731,59.0,59.0,59.0,62.0,64.0,83.0,91.0,92.0,93.0,95.0,96.0,my,my,588,234,HAN,0,0,0,0,0,0,0,0,0,0
8732,59.0,59.0,59.0,62.0,64.0,83.0,91.0,92.0,93.0,95.0,96.0,son,son,874,234,HAN,0,0,0,0,0,0,0,0,0,0
8733,64.0,64.0,64.0,67.0,69.0,91.0,97.0,99.0,125.0,128.0,129.0,.,.,453,234,HAN,0,0,0,0,0,0,0,0,0,0
8734,29.0,29.0,29.0,29.0,29.0,30.0,33.0,35.0,46.0,48.0,51.0,your,your,579,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8735,31.0,31.0,31.0,31.0,31.0,33.0,35.0,36.0,44.0,47.0,49.0,son,son,874,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8736,38.0,38.0,39.0,39.0,39.0,43.0,44.0,45.0,52.0,55.0,59.0,is,is,513,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8737,38.0,38.0,39.0,39.0,39.0,44.0,48.0,51.0,58.0,65.0,74.0,gone,gone,1846,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8738,51.0,52.0,53.0,55.0,56.0,61.0,85.0,89.0,96.0,99.0,103.0,.,.,453,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8739,59.0,60.0,61.0,63.0,65.0,71.0,84.0,87.0,91.0,92.0,96.0,he,he,590,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8740,58.0,59.0,60.0,62.0,65.0,73.0,89.0,92.0,95.0,96.0,100.0,was,was,551,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8741,57.0,58.0,59.0,61.0,63.0,71.0,87.0,90.0,94.0,95.0,99.0,weak,weak,3086,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8742,54.0,55.0,56.0,58.0,60.0,66.0,84.0,88.0,92.0,98.0,103.0,and,and,512,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8743,55.0,56.0,57.0,59.0,61.0,67.0,82.0,84.0,87.0,87.0,89.0,foolish,foolish,6452,234,KYLO REN,0,0,0,0,0,0,0,0,1,0
8744,32.0,32.0,33.0,33.0,39.0,48.0,54.0,57.0,62.0,64.0,68.0,",",",",450,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8745,33.0,33.0,34.0,34.0,39.0,70.0,74.0,76.0,80.0,85.0,92.0,like,like,570,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8746,32.0,32.0,33.0,34.0,39.0,64.0,65.0,67.0,70.0,75.0,80.0,his,his,553,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8747,32.0,32.0,33.0,34.0,39.0,64.0,65.0,67.0,70.0,75.0,80.0,father,father,2368,234,KYLO REN,0,0,0,0,0,0,0,1,0,0
8748,24.0,24.0,26.0,27.0,37.0,66.0,69.0,72.0,75.0,83.0,87.0,.,.,453,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8749,17.0,17.0,19.0,20.0,29.0,58.0,61.0,64.0,71.0,77.0,82.0,so,so,599,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8750,17.0,17.0,17.0,19.0,20.0,54.0,57.0,60.0,60.0,64.0,67.0,i,i,509,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8751,17.0,17.0,17.0,19.0,20.0,51.0,54.0,57.0,57.0,58.0,58.0,destroyed,destroyed,3789,234,KYLO REN,1,0,0,1,0,1,0,0,1,0
8752,17.0,17.0,17.0,19.0,20.0,50.0,53.0,56.0,57.0,59.0,59.0,him,him,737,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8753,17.0,17.0,19.0,21.0,22.0,47.0,50.0,53.0,54.0,57.0,57.0,.,.,453,234,KYLO REN,0,0,0,0,0,0,0,0,0,0
8754,0.0,0.0,19.0,21.0,22.0,24.0,25.0,25.0,26.0,29.0,43.0,that,that,514,234,HAN,0,0,0,0,0,0,0,0,0,0
8755,0.0,19.0,19.0,21.0,22.0,23.0,24.0,24.0,25.0,27.0,27.0,'s,'s,525,234,HAN,0,0,0,0,0,0,0,0,0,0
8756,1.0,44.0,44.0,46.0,48.0,49.0,50.0,50.0,53.0,55.0,55.0,what,what,594,234,HAN,0,0,0,0,0,0,0,0,0,0
8757,1.0,44.0,44.0,47.0,49.0,50.0,51.0,51.0,54.0,57.0,57.0,snoke,snoke,777023,234,HAN,0,0,0,0,0,0,0,0,0,0
8758,3.0,44.0,44.0,46.0,48.0,49.0,50.0,50.0,52.0,53.0,53.0,wants,wants,1293,234,HAN,0,0,0,0,0,0,0,0,0,0
8759,3.0,44.0,44.0,44.0,45.0,46.0,46.0,46.0,48.0,48.0,48.0,you,you,520,234,HAN,0,0,0,0,0,0,0,0,0,0
8760,3.0,44.0,44.0,45.0,46.0,47.0,47.0,47.0,49.0,50.0,50.0,to,to,504,234,HAN,0,0,0,0,0,0,0,0,0,0
8761,3.0,42.0,42.0,43.0,44.0,44.0,44.0,44.0,47.0,48.0,48.0,believe,believe,807,234,HAN,0,0,0,0,0,0,0,0,0,0
8762,18.0,19.0,19.0,24.0,27.0,27.0,44.0,47.0,63.0,74.0,86.0,but,but,559,234,HAN,0,0,0,0,0,0,0,0,0,0
8763,18.0,18.0,18.0,25.0,27.0,27.0,45.0,49.0,67.0,80.0,86.0,it,it,519,234,HAN,0,0,0,0,0,0,0,0,0,0
8764,20.0,20.0,20.0,25.0,26.0,42.0,52.0,56.0,66.0,79.0,84.0,'s,'s,525,234,HAN,0,0,0,0,0,0,0,0,0,0
8765,37.0,37.0,37.0,43.0,44.0,46.0,56.0,60.0,68.0,81.0,86.0,not,not,538,234,HAN,0,0,0,0,0,0,0,0,0,0
8766,37.0,37.0,37.0,42.0,43.0,45.0,55.0,60.0,68.0,81.0,87.0,true,true,956,234,HAN,0,0,0,0,1,0,0,1,0,1
8767,41.0,41.0,41.0,47.0,51.0,55.0,67.0,71.0,89.0,100.0,106.0,.,.,453,234,HAN,0,0,0,0,0,0,0,0,0,0
8768,33.0,33.0,33.0,35.0,39.0,42.0,45.0,48.0,59.0,63.0,68.0,my,my,588,234,HAN,0,0,0,0,0,0,0,0,0,0
8769,33.0,33.0,33.0,35.0,39.0,42.0,43.0,45.0,55.0,55.0,56.0,son,son,874,234,HAN,0,0,0,0,0,0,0,0,0,0
8770,33.0,33.0,33.0,35.0,39.0,42.0,43.0,45.0,55.0,55.0,56.0,is,is,513,234,HAN,0,0,0,0,0,0,0,0,0,0
8771,32.0,32.0,32.0,33.0,38.0,40.0,41.0,45.0,55.0,55.0,56.0,alive,alive,3061,234,HAN,0,1,0,0,1,0,0,1,0,1
8772,32.0,32.0,32.0,33.0,38.0,41.0,42.0,45.0,55.0,57.0,58.0,.,.,453,234,HAN,0,0,0,0,0,0,0,0,0,0
8773,19.0,19.0,19.0,19.0,20.0,22.0,25.0,28.0,38.0,50.0,62.0,no,no,625,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8774,45.0,45.0,47.0,47.0,48.0,54.0,66.0,71.0,78.0,85.0,95.0,.,.,453,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8775,81.0,81.0,81.0,81.0,82.0,88.0,102.0,111.0,121.0,138.0,148.0,the,the,501,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8776,81.0,81.0,81.0,81.0,82.0,88.0,102.0,111.0,121.0,139.0,149.0,supreme,supreme,4705,235,KYLO REN,0,0,0,0,0,0,0,0,0,1
8777,81.0,81.0,81.0,81.0,82.0,88.0,102.0,111.0,121.0,139.0,149.0,leader,leader,2802,235,KYLO REN,0,0,0,0,0,0,0,1,0,1
8778,80.0,80.0,80.0,80.0,81.0,87.0,101.0,109.0,119.0,134.0,145.0,is,is,513,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8779,79.0,79.0,79.0,79.0,80.0,86.0,98.0,106.0,110.0,120.0,126.0,wise,wise,3954,235,KYLO REN,0,0,0,0,0,0,0,0,0,1
8780,60.0,65.0,65.0,65.0,67.0,70.0,73.0,84.0,90.0,114.0,115.0,.,.,453,235,KYLO REN,0,0,0,0,0,0,0,0,0,0
8781,0.0,57.0,59.0,59.0,60.0,60.0,60.0,60.0,61.0,61.0,63.0,snoke,snoke,777023,235,HAN,0,0,0,0,0,0,0,0,0,0
8782,59.0,62.0,73.0,76.0,79.0,81.0,81.0,81.0,82.0,82.0,83.0,is,is,513,235,HAN,0,0,0,0,0,0,0,0,0,0
8783,68.0,71.0,77.0,83.0,85.0,85.0,85.0,85.0,86.0,86.0,88.0,using,using,929,235,HAN,0,0,0,0,0,0,0,0,0,0
8784,69.0,72.0,78.0,85.0,88.0,89.0,89.0,89.0,90.0,91.0,92.0,you,you,520,235,HAN,0,0,0,0,0,0,0,0,0,0
8785,69.0,72.0,78.0,86.0,89.0,90.0,90.0,91.0,92.0,93.0,94.0,for,for,531,235,HAN,0,0,0,0,0,0,0,0,0,0
8786,69.0,72.0,78.0,86.0,89.0,90.0,90.0,91.0,91.0,92.0,93.0,your,your,579,235,HAN,0,0,0,0,0,0,0,0,0,0
8787,69.0,70.0,78.0,86.0,89.0,90.0,90.0,91.0,91.0,92.0,93.0,power,power,975,235,HAN,0,0,0,0,0,0,0,0,0,0
8788,60.0,60.0,63.0,75.0,98.0,102.0,113.0,115.0,115.0,116.0,119.0,.,.,453,235,HAN,0,0,0,0,0,0,0,0,0,0
8789,72.0,72.0,74.0,79.0,87.0,97.0,99.0,101.0,107.0,108.0,117.0,when,when,634,235,HAN,0,0,0,0,0,0,0,0,0,0
8790,77.0,77.0,77.0,79.0,87.0,89.0,94.0,97.0,104.0,104.0,112.0,he,he,590,235,HAN,0,0,0,0,0,0,0,0,0,0
8791,74.0,74.0,74.0,78.0,86.0,91.0,99.0,105.0,116.0,116.0,127.0,gets,gets,1086,235,HAN,0,0,0,0,0,0,0,0,0,0
8792,76.0,76.0,76.0,79.0,90.0,96.0,109.0,115.0,126.0,128.0,138.0,what,what,594,235,HAN,0,0,0,0,0,0,0,0,0,0
8793,76.0,76.0,76.0,79.0,90.0,96.0,109.0,115.0,126.0,128.0,138.0,he,he,590,235,HAN,0,0,0,0,0,0,0,0,0,0
8794,76.0,76.0,76.0,78.0,89.0,95.0,108.0,114.0,125.0,127.0,139.0,wants,wants,1293,235,HAN,0,0,0,0,0,0,0,0,0,0
8795,61.0,61.0,61.0,63.0,72.0,79.0,91.0,98.0,109.0,111.0,121.0,",",",",450,235,HAN,0,0,0,0,0,0,0,0,0,0
8796,58.0,58.0,58.0,60.0,63.0,68.0,75.0,81.0,86.0,88.0,91.0,he,he,590,235,HAN,0,0,0,0,0,0,0,0,0,0
8797,30.0,30.0,30.0,33.0,36.0,37.0,68.0,71.0,75.0,77.0,80.0,'ll,'ll,746,235,HAN,0,0,0,0,0,0,0,0,0,0
8798,28.0,28.0,28.0,28.0,28.0,29.0,55.0,56.0,61.0,61.0,62.0,crush,crush,437247,235,HAN,0,0,0,0,0,0,0,0,0,0
8799,27.0,27.0,27.0,27.0,27.0,29.0,49.0,50.0,56.0,56.0,59.0,you,you,520,235,HAN,0,0,0,0,0,0,0,0,0,0
8800,2.0,2.0,2.0,3.0,3.0,4.0,5.0,28.0,47.0,47.0,48.0,--,--,1027,235,HAN,0,0,0,0,0,0,0,0,0,0
8801,27.0,27.0,27.0,30.0,31.0,32.0,46.0,48.0,96.0,99.0,102.0,you,you,520,235,HAN,0,0,0,0,0,0,0,0,0,0
8802,27.0,27.0,28.0,32.0,33.0,34.0,47.0,49.0,99.0,105.0,112.0,know,know,638,235,HAN,0,0,0,0,0,0,0,0,0,0
8803,36.0,36.0,37.0,41.0,45.0,47.0,62.0,68.0,126.0,131.0,141.0,it,it,519,235,HAN,0,0,0,0,0,0,0,0,0,0
8804,36.0,36.0,37.0,41.0,45.0,46.0,61.0,67.0,123.0,128.0,139.0,'s,'s,525,235,HAN,0,0,0,0,0,0,0,0,0,0
